ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 01:00', 'BE', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 01:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 01:00', 'FR', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 01:00', 'NL', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 02:00', 'AT', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 02:00', 'BE', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 02:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 02:00', 'FR', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 02:00', 'NL', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 03:00', 'AT', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 03:00', 'BE', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 03:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 03:00', 'FR', '').
*** 2020-12-20 22:32:21,521 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 03:00', 'NL', '').
*** 2020-12-20 22:32:21,522 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 04:00', 'AT', '').
*** 2020-12-20 22:32:21,522 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 04:00', 'BE', '').
*** 2020-12-20 22:32:21,522 - file_operations.py: ***
